Keyword,Category,URL,Title,Date Published,Date of Implementation,Summary,Text,Relevant,Private/public
Border,N/A,http://www.panarmenian.net/eng/news/190303/,Kenya bombs Somalia al-Shabab Islamist group bases,4/6/15,"Kenya, Somalia",,"Kenyan fighter jets have bombed positions of militant Islamist group al-Shabab in neighbouring Somalia, a military spokesman has told the BBC, the broadcaster's website reports.
The warplanes had targeted two camps in the Gedo region, used by al-Shabab to cross into Kenya, the spokesman added.
This is Kenya's first response to the al-Shabab assault which left 148 people dead at Garissa University last week.
President Uhuru Kenyatta had vowed to respond to the attack ""in the severest way possible"".
Kenyan army spokesman David Obonyo told the BBC that the military had responded to ""threats"" by launching the air strikes on Sunday night in the remote region.
Two camps had been destroyed, he said, adding: ""The bombings are part of the continued process and engagement against al-Shabab, which will go on.""
The attack on Garissa University, about 150km (90 miles) from the Somali border, was the deadliest by al-Shabab in Kenya.
The al-Qaeda affiliate says it is at war with Kenya, and wants it to withdraw troops sent to Somalia in 2011 to help the weak government in Mogadishu fight the militants.",no,N/A
Border,N/A,http://www.panarmenian.net/eng/news/114582/,New Mexico leader to seek double security spending,7/4/12,Mexico,,"Mexico's President-elect Enrique Pena Nieto will seek to double security spending to around 2 percent of GDP to fight drug violence and organized crime while proposing new tactics to the United States, a top aide said, according to Reuters.
Emilio Lozoya, touted as a possible pick for foreign minister, saidPena Nieto's administration would try to boost efforts to tackle money laundering and propose trans-border infrastructure projects to help create jobs, cut business costs and increase security.
""Today Mexico is investing a bit less than 1 percent of gross domestic product (in security) which is low and clearly not enough to confront this problem,"" Lozoya told Reuters in an interview. ""Investment on security needs to double at least.""
He said U.S. financial aid, while welcome, was small in relation to Mexico's security spending, particularly ""when the end consumer of narcotics is in the United States"".
Pena Nieto proposes focusing efforts on projects that straddle the U.S.-Mexico border such as tunnels and high-tech border crossings, which would create jobs, boost security and promote economic development, Lozoya said.
He said there was also scope for cooperation to fight money laundering and that the United States could help Mexico by stopping automatic weapons from crossing the border and feeding drug gang violence.
""There is a lot that can be done to combat money laundering in particular,"" Lozoya said. ""We are not getting the results that we want. ... The United States can make an additional effort to reduce the flow of arms from there into Mexico.""
Pena Nieto pledged in the campaign to create a new police force made up of former soldiers to fight drug gangs and said ending the violence would take priority over battling the traffickers if he won.
Around 55,000 people have been killed in drug violence since President Felipe Calderon took office in late 2006 and deployed the army to take on the cartels.",no,N/A
Border,N/A,http://www.panarmenian.net/eng/world/interviews/43109/,If Turkey succeeds Armenia will be isolated from the world,7/16/06,Turkey,,"Developments in the Near East can change the balance of forces in the region and influence on Armenia's relations with Turkey and Iran. The main player in the region is the U.S., which is interested in stability in the Near East and Caucasus. This power's wish to push Russia from the South Caucasus, specifically from Armenia, is also an important factor. Professor of international relations and politics of the Universidad de San Andrés in Buenos Aires, Dr Khachik Ter-Ghukassian comments to PanARMENIAN.Net on the ongoing events in the region and their possible impact on Armenia.
The international community attaches big importance to the events taking place in the Neat East. How do you assess the current situation?

The Near East is of great interest for Washington. It specifically refers to the Caucasus. The U.S. is perfectly aware that war with Iran will redouble instability in the region while Washington needs ""an arc of stability"" from the Caspian Sea to the Black Sea. First of all, it concerns oil. The U.S. stands for cooperation but the situation is tensed, if not explosive. Although, Washington has intentions to improve relations with Iran. 

However, certain difficulties may cause internal developments in the Caucasus. It's quite possible that the map of the Near East may change. Anyway, there are some preconditions for it. The U.S. plans a ""mild"" division of Iraq with further formation of independent Kurdistan. At the same time I should stress that U.S. presence in Iraq doesn't alleviate tension. Unfortunately, the Arab world lacks either political or intellectual force capable to change the situation.

Normalization of the Armenian-Turkish relations becomes more urgent for the United States. Can Washington have its will?

At the moment Turkey's foreign policy is targeted at Northern Iraq and improvement of relations with Georgia and Azerbaijan, what includes development of communications and military-strategic partnership. If Turkey's succeeds in realizing its plans Armenia will be isolated from the world. Curiously enough, such state of things is not convenient for the U.S. which insists on opening of the Armenian-Turkish border. However, normalization of relations without preconditions is a dangerous tendency. Turkey doesn't open the border proceeding from political reasons: the Nagorno Karabakh conflict, the Armenian Genocide and absence of fixed border with Armenia. The only legal basis for demarcation of borders is the Sevr Treaty. No agreement signed after Sevr, namely the Kars and Moscow treaties, do not have juridical effect, since the signatory powers stopped their existence as elements of international law. The Sevr Treaty was signed August 10, 1920. Borders with independent Armenia had to be marked by a neutral mediator, namely the United States, according to it. 

At that we should not forget that Turkey has always been the biggest danger for the Armenian people. This opinion should be shared by the whole nation, both in Armenia and Diaspora. On the other hand, opening of borders can tell on Armenia's economy. Georgia, where the local industry was destroyed because of the abundant flow of cheap Turkish goods, can serve as an example. Certainly, Armenian economy can't compete with the Turkish, but we will have an outlet to the world, at least. Although, we are not ready to make a reality of the scenario we will be offered.

Iran and Armenia enjoy lasting and friendly ties. How would you comment on them?

If the United States collides with Turkey over Northern Iraq and simultaneously improves relations with Iran, it will be the best scenario for Armenia. Actually, under circumstances Russia's presence as a security guarantor for Armenia will lose urgency. We should strengthen relations with Iran. 

Iran is a minority in the Islamic world, since it practices Shi'ism. This state is the potential regional power. Will Washington have a political force to hold a dialogue with Iran as equals? This is the core of the problem. How the balance will be maintained between the Sunnis (al Qaeda) and Shiites? How the Lebanese problem will be resolved. These are questions that need exact answers. Under any circumstances, the Armenia-Iran relations should be apart any shocks in the region.

220 members of the House of Representatives have supported the Armenian Genocide Resolution. Do you think it will be put on vote?

The U.S. government will use the H.Res.106 as the main took of pressure on Turkey. Struggle between Democrats and Republicans as well as the presidential elections in the United States may speed up or, on the contrary, protract the decision. If Washington is really interested in normalization of the Armenian-Turkish relations it will press on Turkey with this Resolution. As to the opinion, that passage of the Armenian Genocide Resolution is necessary for the Armenian community of the U.S., I am convinced that opposing Armenia and Diaspora in the Genocide issue is dangerous and immoral.

Argentina is among the states that recognized the Armenian Genocide. How efficient are the activities of the Armenian community of Argentina?

Argentina is the second, after France, state where the Armenian Genocide is recognized on the legislative level. The history of the Genocide is a compulsory subject in schools of Buenos Aires. The Hay Dat Argentinean Office has organized a special textbook. It also holds seminars for school teachers.

I would like to note that Venezuela, which is far enough from the major states of South America, has also recognized the Armenian Genocide. In the 1980-ies Armenians of Argentina and other South American states started integration into in the society. We have become a part of the countries, which gave us shelter. We should proceed on this way basing on the example of the Armenian community of France. 

I should also mention that the first sitting of the South American Parliament will take place July 21. Three states - Argentina, Brazil and Uruguay - have agreed on forming the structure with the capital in Montevideo. Our work will become more coordinated.",no,N/A
Border,N/A,http://www.panarmenian.net/eng/news/152151/,Russia calls to refrain from muscle-flexing over N. Korea,3/29/13,"Russia, North Korea",,"Russia cautioned against aggressive posturing in response to increasingly bellicose North Korean rhetoric on Friday, March 28, saying that it could spiral into violence, RIA Novosti reported.
""We are alarmed that along with the adequate reaction from the UN Security Council and the collective reaction of the international community, unilateral action is being taken around North Korea that involves increased military activity,” Lavrov told reporters after talks with his Ukrainian counterpart Leonid Kozhara.
Lavrov did not single out any specific country, but urged all sides involved in the Korean standoff to refrain from muscle-flexing.
This appeared to be a reference to the recent flare-up in tensions between Pyongyang and Washington in the wake of joint U.S.-South Korean military exercises close to the border.
South Korea and the United States began annual large-scale military exercises, codenamed Key Resolve, on March 11. The drills involve 10,000 South Korean and 3,500 U.S. troops.
Prior to the exercises, Pyongyang threatened the United States with a preemptive nuclear strike amid warnings that it plans to terminate the Korean War Armistice Agreement. It warned of retaliatory countermeasures if the United States and South Korea went ahead with the drills.
The United States on Thursday dispatched two nuclear-capable B-2 stealth bombers on an “extended deterrence” practice run over South Korea.
U.S. officials said the exercise should serve “to demonstrate very clearly the resolve of the United States to deter against aggression on the Korean Peninsula.”
North Korea responded on Friday by placing its strategic rocket forces on standby to strike U.S. and South Korean targets.",no,N/A
Border,N/A,http://www.panarmenian.net/eng/world/news/25853/,Azerbaijan releases shipment for Iran's Bushehr NPP,5/2/08,Azerbaijan,,"Azerbaijan released a shipment of Russian equipment for Iran's first nuclear power plant on Thursday, more than a month after it was halted at its border, Azeri MFA spokesman Khazar Ibrahim said. 



Azerbaijan had halted the cargo of heat-isolating equipment headed for the Bushehr plant on March 29, demanding more information from Russia about the nature of the material. Azerbaijani officials said they feared the equipment could violate United Nations sanctions. 



The Russian state-run company building Bushehr, OAO Atomstroiexport, accused Azerbaijan of deliberately obstructing the cargo, the AP reports.",no,N/A
Border,N/A,http://www.panarmenian.net/eng/news/187820/,U.S. administration calls for another reduction in aid to Armenia,2/3/15,"USA, Armenia",,"The Obama-Biden Administration budget released calls for a yet another reduction in U.S. economic assistance to both Armenia and Azerbaijan, while maintaining parity in military aid to these two countries, reported the Armenian National Committee of America (ANCA).
The President's proposal of $18,360,000 in Economic Support Funds for Armenia in Fiscal Year (FY) 2016 would, if approved by Congress, represent a record low in such aid since Armenia's independence. The White House's proposal for Armenia is over $2 million less than FY 2014's actual economic aid allocation, and less than half of the $40 million requested in a Congressional Armenian Caucus letter and ANCA Congressional testimony submitted last year.
""The White House must match its relentless reductions in aid to Armenia with an equally energetic effort to substantially increase bilateral trade and investment between our two nations,"" stated ANCA Executive Director Aram Hamparian. ""It's not too late for President Obama, who came into office promising to grow U.S.-Armenia economic relations, to negotiate a Trade and Investment Framework Agreement, put in place a badly-needed new Tax Treaty, and organize targeted trade missions promoting cooperation in IT, health care, education, tourism and other key sectors of Armenia's economy.""
The White House's proposal did, however, maintain parity in terms of appropriated military aid, with International Military Education and Training (IMET) assistance set at $600,000 and Foreign Military Finance (FMF) at $1,700,000. ""While we remain deeply troubled that the Obama Administration - in the wake yet another wave of fatal cross-border Azerbaijani aggression - would propose any military aid at all to Ilham Aliyev's armed forces, we do appreciate that, in this context, the principle of military aid parity has been maintained to both Armenia and Azerbaijan,"" added Hamparian.
The Administration's budget does not include any figures for aid to Nagorno Karabakh, although, over the past several years USAID has allocated $2,000,000 annually for this purpose.
In the coming months, the ANCA will be working with the Congressional Armenian Caucus and Senate and House Appropriators to increase assistance to Armenia and Nagorno Karabakh and zero-out all military assistance to Azerbaijan. ""We urge Congress, during their consideration of the foreign aid bill, to increase aid to Armenia and Artsakh, cut all military aid to Azerbaijan, and support our other foreign aid policy priorities,"" noted Hamparian.",no,N/A
Border,D,http://www.panarmenian.net/eng/news/245193/,Armenian serviceman wounded in fresh Azerbaijani fire,7/29/17,7/28/17,,"An Armenian contract serviceman from the village of Paravakar was wounded in Azerbaijan's cross-border fire in Tavush province on Friday, July 28, Aravot.am reports.
A father of two, Artur Mayranyan (b. 1976) had his arm bones broken and received soft tissue injuries in his back, an assistant to the village chief, Sargis Margaryan said.
His condition is assessed as satisfactory.",yes,N/A
Higher Prices,N/A,http://www.panarmenian.net/eng/economy/details/48345/,Decrease in prices for real estate unlikely in Armenia in near future,5/8/10,Armenia,,"The average price for apartments in Yerevan totaled AMD 271,400 per square meter as of the first quarter of 2010.

The State Committee of Real Estate Cadastre at the Armenian government has presented the current situation in the RA real estate market, as well as forecasts for the year. The Committee’s specialists predict some activation in the Armenian real estate market but decrease in prices is unlikely in the near future.
May 8, 2010
PanARMENIAN.Net - The construction industry has had a huge share in the GDP structure in recent years, and the country’s economic growth has been secured due to its development. Thus, it is not strange that the global financial-economic crisis has affected the Armenian real estate market since August 2008. The number of transactions conducted during this period decreased by 10.6% as compared with August of 2007. The prices for real estate have started going down and 1.8% decrease was recorded in August as compared with July 2008.

The situation in the real estate market has started improving since September 2009: growth has been recorded both in the number of deals and in prices for real estate. Thus, 6.1% growth was recorded in deals made in September as compared with August 2009, while prices increased by 0.8% and 0.6% in Yerevan and regions respectively. 36,499 transactions were made in the first quarter of 2010 that is 24.3% lower as compared with the fourth quarter of 2009 and 27.9% higher as compared with the first quarter of 2009. Kotayk and Ararat regions were the most active in the market, these regions’ share in the total number of deals totaled 13.6% and 8.4% respectively. Meanwhile 32.2% of the transactions were made in Yerevan. Some positive trends are observed in the real estate market throughout Armenia. For example, 49.8% of the entire transactions were made in regions in 2001, while this figure amounted to 58.2% in 2004 and 67.8% in the first quarter of 2010.

The market price for 1 square meter in apartment buildings increased by 2.6% in Yerevan and by 1.5% in other cities of the republic in the first quarter of 2009. Meanwhile the highest prices for apartments in Yerevan are continuously recorded in Kentron (Center) district – AMD 470,600 per square meter, while the lowest prices are in Nubarashen district – AMD 143,300 per square meter. Meanwhile, the average price for apartments in Yerevan totaled 271,400 per square meter as of the first quarter of 2010. The prices per square meter in other districts of Yerevan are as follows: Arabkir – AMD 373,900, Kanaker-Zeytun – AMD 283,500, Nor Nork – AMD 234,800, Avan – AMD 235,900, Erebuni – AMD 248,000, Davitashen – AMD 270,300, Ajapnyak – AMD 239,300, Malatsia-Sebastia – AMD 236,700.

As for the regions, the highest prices for real estate were recorded in Kotayk and Armavir regions, amounting to AMD 160,000 per square meter in Abovian and AMD 156,900 - in Etchmiadzin. Relatively low prices were recorded in Tavush, Gegharkunik and Lori regions of Armenia.

2.9% growth was recorded in prices for private houses in Yerevan and Armenia’s regions, totaling 281,100 per square meter in Yerevan on an average. Again, the highest and lowest prices were recorded in Kentron and Nubarashen districts of Yerevan – AMD 484,200 and AMD 147,000 respectively.

Today, Armenia’s financial market faces the challenge of “long-term money” that can be tackled through decrease in interest rates for mortgage loans. The Armenian government has initiated two programs – National Mortgage Company UCO and Affordable Housing for Young Families – to facilitate the mortgage lending. In addition, it has provided state guarantees to construction companies to overcome this difficult period. Thus, some growth has been recorded in mortgage lending since the beginning of this year. It should be noted that the interest rates considerably decreased in 2009, making 8.5-13% against 16-20% two years ago. Population displays greater interest and, hopefully, the market will become even more active by the end of this year. Besides, construction volumes in Armenia may increase in the near future, due to economic growth recorded in Russia and Ukraine that will contribute to increase in remittances.",no,N/A
Higher Prices,N/A,http://www.panarmenian.net/eng/news/197485/,Venezuela extends state of emergency on border with Colombia,9/17/15,"Venezuela, Colombia",,"Venezuelan President Nicolas Maduro has announced he will extend a state of emergency to another 10 municipalities on the border with Colombia, BBC News reports.
Three of them are in Apure state. The others are in the state of Zulia, parts of which had already been placed under a state of emergency.
The move is part of a crackdown on crime near the border, where smugglers and guerrilla groups are active. The crackdown has heightened tensions between Venezuela and Colombia.
The president did not say if border posts in Apure would also be closed as they have been in the states of Tachira and Zulia.
Under the Venezuelan constitution, a state of emergency can be declared if the security of the country, its citizens or its institutions are at risk. It temporarily restricts some constitutional rights and allows security forces to search homes without a warrant.
President Maduro took the measure after three soldiers and a civilian were injured in an attack in San Antonio del Tachira near the border last month.
The 2,200km-long border (1,400 miles) between is porous and there has historically been a steady flow of people both ways. It is also a haven for smugglers, who make an easy profit buying subsidised goods cheaply in Venezuela and selling them at much higher prices in Colombia.
The Venezuelan government estimates that up to 40% of goods it subsidises are lost to smuggling, exacerbating shortages of key products.",no,N/A
Higher Prices,N/A,http://www.panarmenian.net/eng/world/news/61981/,Gaddafi faces biggest challenge of his rule,2/19/11,Libya,,"Libyan ruler Muammar Gaddafi faced the biggest challenge of his rule amid reports that dozens of people have been killed as an offer by Bahrain's king of national dialogue to end the crisis there was rebuffed by the opposition.
Violence has spread from Tunisia and Egypt to Bahrain, Libya, Yemen and Djibouti, presenting the United States with the dilemma of maintaining stability in the oil-rich region while upholding the right to demonstrate for democratic change.
Protests in Libya's second city of Benghazi on Feb 18 against Gaddafi's four decades in power were unprecedented with Amnesty International saying 46 people had been killed in a three-day crackdown.
Funerals of dead protesters could act as further flashpoints for demonstrators emboldened by uprisings in neighboring Tunisia and Egypt that toppled long-ruling presidents.
Analysts say a key difference between Libya and Egypt is that Gaddafi has oil cash to smooth over social problems. Gaddafi is also respected in much of the country, though less so in the Cyrenaica region around Benghazi.
""For sure there is no national uprising,"" said Noman Benotman, a former opposition Libyan Islamist who is based in Britain but is currently in Tripoli. ""I don't think Libya is comparable to Egypt or Tunisia. Gaddafi would fight to the very last moment,"" he said by telephone from the Libyan capital.
The spreading contagion of unrest - particularly worries about its possible effects on the world No. 1 oil producer, Saudi Arabia, helped drive Brent crude prices higher this week before other factors caused them to slip on Friday.
It was also a factor in gold prices posting their best weekly performance since December, Reuters reported.",no,N/A
Higher Prices,N/A,http://www.panarmenian.net/eng/news/183620/,Netflix's share price plummets over failure to meet target subscriptions,10/16/14,world,,"Netflix's share price has dropped more than 25% after the company failed to meet its subscription target in the last quarter.
The online streaming service added 3 million new streamers between July and September, but this figure was below the forecast of 3.69 million.
As Digital Spy said citing The Guardian, the company's revenue for the last three months was $1.22 billion, which was also down on forecasts.
In a letter to shareholders, Netflix said: ""We remain happy with the price changes and growth in revenue and will continue to improve our service. The effect of slightly higher prices is factored into our Q4 forecast.""
The company did point out that the impact of the drop ""appeared to be offset for about two months by the large positive reception to season two of Orange Is the New Black"", which debuted in June.
Netflix now has 53.1 million subscribers, and is forecasting a further 4 million members before the end of 2014.",no,N/A
Higher Prices,N/A,http://www.panarmenian.net/eng/news/145347/,Oil prices slip as supply remains ample,2/12/13,world,,"The price of oil slipped back below $97 a barrel Tuesday, Feb 12, after a sharp rise the day before as supply remains ample and demand tepid.
Benchmark oil for March delivery was down 13 cents to $96.90 at midday Bangkok time in electronic trading on the New York Mercantile Exchange. The contract on Monday gained $1.31 to finish at $97.03 a barrel on the Nymex as the euro strengthened against the dollar.
A strong euro tends to result in higher oil prices by making crude priced in dollars cheaper for traders using currencies other than the greenback.
On Friday, new figures showed the U.S. trade deficit fell nearly 21 percent in December from November, the smallest trade deficit in nearly three years, due largely to plunging oil imports. Production of oil is surging in the U.S., weighing on the price of U.S. crude oil.
""Our exports of oil products jumped by $10 billion last year and will more than likely see bigger improvements this year. We're bringing in less crude from other countries,"" Carl Larry, president of Oil Outlooks and Opinions, said in a market commentary. ""It's all good for the US, but we're getting high on our own supply and keeping it cheap. This means there's less demand for crude wherever we can send our cheap cargoes.""
In London, Brent crude, used to price international varieties of oil, rose 5 cents to $117.26 a barrel on the ICE Futures exchange.",no,N/A
Higher Prices,N/A,http://www.panarmenian.net/eng/news/89976/,Swedish fashion retailer H&M reports Q4 dip,1/26/12,Sweden,,"Swedish fashion retailer Hennes & Mauritz Thursday, Jan 26, reported a dip in fourth quarter profit and lower margins, but said it is gaining market share in a challenging retail market by keeping prices low, according to Dow Jones Newswires.
""Despite increased purchasing costs, we chose a strategy of strengthening our customer offering and market position even further relative to competitors,"" Chief Executive Karl-Johan Persson said. ""We are convinced that this will gradually become more evident to customers and will strengthen H&M's already strong market position even further.""
H&M, the world's second-largest fashion chain by revenue behind Spain's Inditex SA, said the retail market in 2011 was challenging as cotton prices soared and consumer confidence dwindled and it expects 2012 to remain tough.
Its closely-watched gross margin fell to 61.9% in the fourth quarter from 63.2% a year earlier as costs rose but also due to increased markdown sales, and the company said it expects somewhat higher markdowns in the first quarter compared with last year.
The company reported strong sales development since the end of its fiscal year Nov 30, with total sales in December up 13% in local currencies from a year earlier, and sales in stores open longer than a year up 4%. H&M said January sales to Jan 24 had increased 12% on the year.
The company said the retailer plans to open a further 275 net new stores in the year.
""The countries in which we will open the most stores during the year are China, the U.S. and the UK. Bulgaria, Latvia, Malaysia and Thailand will become new H&M markets,"" Persson said, adding that H&M will open its first Latin American store in Mexico during the autumn 2012.",no,N/A
Higher Prices,N/A,http://www.panarmenian.net/eng/news/216998/,EDB lifts Armenia GDP growth outlook to 2.6%,7/15/16,Armenia,,"Citing Armenia’s economic activity index growth, the Eurasian Development Bank (EDB) has revised upwards its outlook for the country's GDP growth in 2016 from its previous assessment of 2-2.5% to 2.6%, ARKA reports.
According to EDB’s latest Macroeconomic Overview, the economic growth in Armenia in the first quarter of 2016 was higher than expected. The Macroeconomic Overview notes that the increase in production capacities and in basic exports, despite unfavorable prices at international commodity markets and weaker external demand, were instrumental in securing 4.4% year-on-year GDP growth in quarter one of 2016.
In April 2016, the economic activity index grew to 6.8% against the same period in 2015, securing a 6% growth for the first four months of 2016 in annual terms. According to the National Statistical Service of Armenia, economic activity index in January-May amounted to 5.5%.
""Despite an increase in public and private sector salaries, the recession in the Russian Federation will hold back recovery in consumer demand due to the reduction of factor incomes and remittances,"" the EDB says.
According to EDB analysts, weak domestic demand, the growth in mining industry output and increase in exports will remain the main drivers of economic expansion in Armenia in 2016.
EDB also says the lowering of the refinancing rate in May 2016 to 7.75% by Armenian central bank was aimed at supporting domestic demand, along with measures taken by the government to encourage investments and lending.
In the medium term perspective the revitalization of domestic demand and the implementation of infrastructure projects are expected to push economic growth up to 4.2% in 2017 and 4.1% in 2018, according to EDB.
The Armenian government’s projection of GDP growth for 2016 is 2.2%. World Bank’s and IMF’s forecasts is 1.9%",no,N/A
Higher Prices,N/A,http://www.panarmenian.net/eng/news/188240/,Oil rises above $60 for first time this year,2/13/15,World,,"Oil rose above $60 a barrel on Friday, Feb 13, for the first time this year, bringing its gain this week to almost 4 percent, supported by signs that deeper industry spending cuts may curb excess supply, according to Reuters.
Also supporting oil, growth in Germany's gross domestic product beat expectations, as did plans for a meeting between Greek officials and creditors. Eurozone GDP data is due later on Friday.
The price of Brent crude collapsed from $115 in June to $45.19, the lowest in almost six years, in January due to oversupply. Since January, mounting signs of lower industry spending have helped prices move higher.
Apache Corp, a top U.S. shale oil producer, said on Thursday it would cut capital spending and its rig count in 2015 following the price collapse, keeping its output growth mostly flat.
Brent for April delivery was up 76 cents at $60.04 by 0917 GMT, after briefly gaining more than $1. The March contract expired overnight. U.S. crude was up 61 cents at $51.82.
""During the last weeks, crude oil rebounded driven by improved market sentiment and by expectations that low prices will lead to lower supply growth in 2015,"" said Daniela Corsini, analyst at Intesa Sanpaolo, in a report.
Besides Apache's update, Royal Dutch Shell's chief executive said on Thursday supply might not be able to keep up with growing demand as companies reduce budgets, and France's Total announced investment and job cuts.
Still, analysts at JBC Energy in Vienna pointed out in reference to Apache's moves that spending cuts can easily be reversed.
""While the company expects North American onshore production to be flat this year, they emphasize their flexibility to come back very quickly if the price environment or the cost structure changes sufficiently,"" JBC said.
""This is generally what makes most people doubt that the latest rally can be sustained.""
A weaker U.S. dollar, which makes dollar-denominated commodities cheaper for holders of other currencies, has also supported oil this week, analysts say.
",no,N/A
Higher Prices,N/A,http://www.panarmenian.net/eng/politics/news/25906/,"Sargsyan, Semneby discuss Karabakh process and Armenia-Turkey relations",5/8/08,"Armenia, Eurasian Bank",,"RA Prime Minister Tigran Sargsyan received a delegation headed by EU Special Representative in South Caucasus Peter Semneby. The delegation included Ms. Silvie Bavelar who is in charge of political questions within the EC Delegation in Armenia, Ambassador Extraordinary and Plenipotentiary of the French Republic to the Republic of Armenia Serge Smessov, as well as policy advisers to the EU Special Representative in South Caucasus.



The Prime Minister briefed the guests on the current tasks and the challenges ahead of Armenia and its newly formed government and described the steps to take for their solution. Among priority actions, he named the efforts towards mitigating the impact of increased commodity prices, improving and reforming tax and customs administrations, achieving higher efficiency in the fight against corruption, getting the opposition involved in the execution of the government program, as well as providing for possibly greater transparency and publicity in all these processes. The parties have also referred to Armenia-Turkey relations and the settlement of the Nagorno Karabakh conflict. The development of EU-Armenia cooperation under the European Neighborhood Policy and the continuation of efforts towards the implementation of the ENP Action Plan have been emphasized on either side.



The Prime Minister advised that the price problem is being discussed with the World Bank and the IMF currently in order to take remedial action as soon as possible.



With reference to the dialog between the authorities and the opposition, Tigran Sargsyan reiterated his previously stated viewpoint consisting in that first of all we should have a government of responsibility, if we wish to have a constructive and responsible opposition. ""We must start from ourselves by taking steps forward in order to win the trust of our people. I am convinced that our proposals are better than any other solutions possibly available in Armenia. We have reached out a hand of cooperation to Levon Ter-Petrosyan's supporters. We cannot wait for long as the problems are numerous and the time is short, especially as we have already proceeded to action,"" -the Prime Minister said.



Concerning the March 1 events and the subsequent developments, Tigran Sargsyan evoked the clearly stated position of the RA President and stressed that the authorities are interested in an unbiased and comprehensive investigation thereof.",no,N/A
Higher Prices,E,http://www.panarmenian.net/eng/economy/news/67513/,"WB, IMF forecast 9% growth in poverty rates in Armenia and Georgia",4/18/11,"Armenia, post-soviet",,"Food and energy price inflation is highest among the lower income countries of the region. The highest food inflation rates were in the Kyrgyz Republic (27 percent) and in Georgia (23 percent). Energy inflation is also the highest among the lower income countries of the region, World Bank and IMF experts said at the World Bank/IMF Spring Meetings 2011.
Despite the nascent recovery, many ECA countries are still grappling with lower wages and higher unemployment resulting from the global crisis. If no countervailing measures are undertaken, and unemployment does not fall fast enough, the increases in food and energy prices could push 5.3 million more people across the region into poverty, with most of the higher poverty due to the food price increases.
Poverty could increase in some of the lower income countries of the region. Potential increases in poverty rates could reach 11 percentage points for the Kyrgyz Republic, 9 for Armenia and Georgia, 8 for Tajikistan, and around 5 percentage points for Moldova. Elevated food and energy prices will also put these countries’ external balances under strain, along with Albania, Bosnia Herzegovina, Kosovo, and Montenegro, and hence increase their external financing needs.
The countries may need to expand the coverage and adequacy of their social assistance systems in order to protect the additional poor, reads a press release the WB Yerevan Office sent to PanARMENIAN.Net",yes,N/A
Karabakh,N/A,http://www.panarmenian.net/eng/news/150736/,Friendship group with Lithuania formed in Artsakh parliament,3/20/13,Nagorno Karabakh,,"Nagorno Karabakh Republic parliament speaker Ashot Ghulyan signed a decree on creation of a friendship group with Lithuania.
“In view of NKR parliamentary groups’ proposals regarding March 14 decision on formation of a friendship group with Artsakh in Lithuanian parliament and guided by the subparagraph and paragraph 1 of Article 18 of NKR Law “National Assembly Charter” I decree that Artsakh-Lithuania friendship group be established.”",no,N/A
Karabakh,N/A,http://www.panarmenian.net/eng/news/162580/,NKR President meets ARF Dashnaktsutyun Bureau rep,6/27/13,Nagorno Karabakh,,"The Nagorno Karabakh (Artsakh) Republic President Bako Sahakyan met a representative of the Armenian Revolutionary Federation (Dashnaktsutyun) Party Bureau Hrant Margaryan.
Issues related to the internal and foreign policy of the two Armenian states as well as the Karabakh conflict settlement were discussed at the meeting, Central Information Department at Artsakh President’s Office reported.",no,N/A
Karabakh,N/A,http://www.panarmenian.net/eng/politics/news/2656/,INTERNATIONAL MEDIATORS TO VISIT NAGORNO KARABAKH CONFLICT ZONE AT END OF SEPTEMBER,9/4/02,Nagorno Karabakh,,"The OSCE Minsk group co-chairs may visit the region of the Nagorno Karabakh conflict at the end of September. As reported by the Armenian foreign ministry press service the mediators will arrive in Armenia September 23. According to the information provided by ""Mediamax"" agency, in the words of chief of foreign relations department of the Azeri President's personnel Novruz Mamedov, the latest meeting of the Armenian and Azeri leaders in Sadarak settlement near the border ""has paved the way for the mediators' next visit to the region.""",no,N/A
